index,context,target,output,domain
698,i hate the taste of cheese.,i am a great cook.,I bet I could prepare something with it in a way you would like.,out_of_domain
699,i love fish.,my career is in a library.,When I am not working I am fishing.,out_of_domain
701,i love fish.,my career is in a library.,I like to fish when I am not working as a librarian.,out_of_domain
702,i have a lot of kids.,i have a ski house in colorado.,My kids and I stay at our ski house in colorado.,out_of_domain
703,i have a lot of kids.,i have a ski house in colorado.,"I have a lot of kids and they're all very active. Their favorite activity is skiing, so it's lucky I have a ski house in Colorado.",out_of_domain
704,i have a lot of kids.,i have a ski house in colorado.,I like to take my kids to my ski house.,out_of_domain
705,i have a lot of kids.,i have a ski house in colorado.,"I have a lot of kids and they're all very active and fun-loving. They really love winter sports, which works out well because I have a ski house in Colorado.",out_of_domain
706,i have a lot of kids.,i have a ski house in colorado.,I take my kids skiing every winter.,out_of_domain
708,i am a father.,i like basketball.,I grew up in a house that watched a lot of sports. I believe that's why I like basketball.,out_of_domain
709,i am a father.,i like basketball.,I really like to spent time outside with my boys playing basketball.  Fortunately I like basketball.,out_of_domain
710,i am a father.,i like basketball.,I like basketball a lot and see a lot of fathers with their sons playing at the park I go to.,out_of_domain
712,my mother is the greatest chef in the world.,i really enjoy watching classic films over the new ones.,My mother never really cooked.  She instilled a love of classic movies to me though.,out_of_domain
713,my mother is the greatest chef in the world.,i really enjoy watching classic films over the new ones.,My favorite hobbies are cooking and watching films.,out_of_domain
714,my dad was a police officer.,my mos was working in school.,"I'll bet he had some stories to share. My mom worked at a school, and she told us some real whoppers!",out_of_domain
715,my dad was a police officer.,my mos was working in school.,My dad often worked in a school to make sure the kids where safe.,out_of_domain
716,my dad was a police officer.,my mos was working in school.,My dad work late nights as a police officer which was the opposite of my mom’s dayshift at the school.,out_of_domain
717,i love to exercise on a machine with two wheels and foot powered pedals.,i enjoy art.,I actually look at art books when I'm exercising because it keeps my focused.,out_of_domain
718,i love to exercise on a machine with two wheels and foot powered pedals.,i enjoy art.,"I love to exercise on a machine with two wheels and foot powered pedals and when I do, I usually visit this lovely outdoor gallery nearby. It's terrific because I can check out the artwork and still exercise, which is perfect because I really enjoy art.",out_of_domain
719,i love to exercise on a machine with two wheels and foot powered pedals.,i enjoy art.,I prefer more sedentary activities.,out_of_domain
721,i enjoy learning about railroads.,dad gave me a toy vehicle.,I used to play with toy trains as a child.,out_of_domain
722,i enjoy learning about railroads.,dad gave me a toy vehicle.,I'm guessing you get many train-related gifts.,out_of_domain
723,cooking is my passion !.,i believe it does not take extra effort to be nice.,I always like to cook for my house guests and treat them well.,out_of_domain
724,cooking is my passion !.,i believe it does not take extra effort to be nice.,There's always someone rude in the aisle when I go grocery shopping for things I want to cook.,out_of_domain
725,cooking is my passion !.,i believe it does not take extra effort to be nice.,"Cooking is something I love, which makes it easy for  me to be nice to people by giving them food.",out_of_domain
726,i like cats.,i live in my parent s basement.,My parents won't let me have a cat. I live in their basement.,out_of_domain
727,i like cats.,i live in my parent s basement.,"I like cats and dogs.  Unfortunately, I cannot have any pets since I live in my parent's basement.",out_of_domain
728,i like cats.,i live in my parent s basement.,My parents are not really big cat fans so they don't really want them in the house.,out_of_domain
729,i care about my education.,i am a spiritual person.,My education has helped me understand so much.  Religious studies has opened my eyes to my own religion.,out_of_domain
730,i care about my education.,i am a spiritual person.,I also care about my church.,out_of_domain
731,i care about my education.,i am a spiritual person.,"I heard you were accepted into a really great private school, isn't it that Catholic school in the city? Are you religious?",out_of_domain
732,i am a parent to 3 kids.,i work in billing.,I work hard to support my kids.,out_of_domain
733,i am a parent to 3 kids.,i work in billing.,"I wish I made more because it's hard to provide for all of them. My job is kind of boring, too.",out_of_domain
734,i am a parent to 3 kids.,i work in billing.,"I don't like my job, but I have to work here to make enough money to support my kids.",out_of_domain
737,i wear nice clothes.,i exercise often and have nice muscles.,"I have nice clothes, but I don't wear them a lot because I workout often and am usually wearing gym clothes.",out_of_domain
738,i wear nice clothes.,i exercise often and have nice muscles.,I like tight fitting clothing because it shows off my muscles.,out_of_domain
740,the smell of the ice and the coldness in the area draws me to games.,i travel a lot.,I have not experienced many different places since I do not travel much unfortunately.,out_of_domain
741,the smell of the ice and the coldness in the area draws me to games.,i travel a lot.,Being in winter weather calls to me.,out_of_domain
742,i am a yoga instructor.,i do not like acting.,One of my students thinks I should perform in movies,out_of_domain
743,i exercise a lot.,i have a spouse and children in the us.,I need to get rid of baby fat.,out_of_domain
744,i exercise a lot.,i have a spouse and children in the us.,My husband owns a gym in California.,out_of_domain
745,i exercise a lot.,i have a spouse and children in the us.,I use to exercise a lot when I lived in Europe but now I have moved to a the US.,out_of_domain
746,i love reading scary books.,the sky is pretty.,I prefer lovely things that fill the soul.,out_of_domain
